county,state,crimeRate,crimeRateBucket,year
Iron,MO,454.3696829,450,2017
Newberry,SC,453.0796088,450,2017
Morris,TX,451.9245753,449,2017
Florence,SC,451.8311814,449,2017
Hunt,TX,451.4750482,449,2017
Roosevelt,NM,451.0147833,449,2017
Claiborne,LA,450.4504505,449,2017
Canadian,OK,450.3540195,449,2017
Schenectady,NY,450.0009657,449,2017
Liberty,TX,449.8940279,448,2017
Russell,AL,449.7776286,448,2017
Inyo,CA,449.4503709,448,2017
Saluda,SC,447.9617739,448,2017
Lawrence,MO,447.8198245,448,2017
Charlottesville,VA,446.4587702,448,2017
Hamilton,OH,445.8559141,447,2017
Los Angeles,CA,444.800814,447,2017
Mercer,NJ,444.6376217,447,2017
Rutherford,TN,444.0822833,447,2017
Walker,AL,443.9528471,447,2017
Leavenworth,KS,443.8191469,447,2017
Scott,IA,443.70103,446,2017
Benton,MO,443.6932178,446,2017
Putnam,TN,443.3866032,446,2017
Dallas,TX,442.965072,446,2017
Anne Arundel,MD,442.1108318,446,2017
Guilford,NC,441.7599337,446,2017
Iron,WI,441.7261298,445,2017
Hudson,NJ,441.3265847,445,2017
Jefferson,LA,440.2358045,445,2017
Grenada,MS,439.5706089,445,2017
Catahoula,LA,439.5389725,445,2017
Franklin,OH,438.0237622,445,2017
Alamance,NC,436.5907059,444,2017
Madison,LA,435.9855789,444,2017
Gulf,FL,435.908775,444,2017
Monroe,TN,435.2148459,444,2017
Randolph,WV,435.1521333,444,2017
Monterey,CA,435.1415259,444,2017
Washington,AR,434.8227901,443,2017
Laclede,MO,434.5753778,443,2017
Solano,CA,434.5697148,443,2017
Wilbarger,TX,434.0872744,443,2017
Sweetwater,WY,433.2736477,443,2017
Hemphill,TX,432.9004329,443,2017
San Bernardino,CA,432.4902041,442,2017
Forest,PA,432.4465994,442,2017
Tuscaloosa,AL,432.2257134,442,2017
Berrien,MI,432.2005514,442,2017
DeSoto,FL,431.6713503,442,2017
Spartanburg,SC,431.3174256,442,2017
Volusia,FL,431.3099042,441,2017
Bexar,TX,431.0605685,441,2017
Worcester,MA,430.9694898,441,2017
Wichita,TX,430.1498709,441,2017
Clay,AL,430.075634,441,2017
Black Hawk,IA,430.0393826,441,2017
Webb,TX,429.3415113,440,2017
Lawrence,TN,428.6734937,440,2017
Pierce,WA,428.3049688,440,2017
Polk,GA,427.3608042,440,2017
Kent,MD,426.1933414,440,2017
Cowley,KS,425.3673627,440,2017
Barton,KS,425.3153513,440,2017
Hockley,TX,424.9893753,439,2017
Schoolcraft,MI,424.3967503,439,2017
Webster,IA,423.8203218,439,2017
Rusk,TX,423.3337063,439,2017
Jackson,FL,423.1225216,439,2017
Warren,IL,423.1073,439,2017
Cumberland,TN,422.8587339,438,2017
Stone,MO,421.7656644,438,2017
McLennan,TX,421.5652577,438,2017
Trousdale,TN,421.5636178,438,2017
Barnstable,MA,421.4149495,438,2017
Coffee,GA,421.101342,438,2017
Winkler,TX,420.7204838,437,2017
Wayne,NC,420.603132,437,2017
La Salle,LA,419.5709549,437,2017
White,TN,419.1434233,437,2017
Stonewall,TX,418.9944134,437,2017
Tipton,TN,418.9263794,437,2017
Brazos,TX,418.8734225,436,2017
Dorchester,SC,418.1654367,436,2017
Finney,KS,417.812281,436,2017
Newport News,VA,416.9871443,436,2017
Jasper,MO,416.673826,436,2017
Tarrant,TX,416.156389,436,2017
Cherokee,AL,415.9829027,435,2017
Cole,MO,415.9115503,435,2017
Desha,AR,415.8336665,435,2017
Hopewell,VA,415.1062582,435,2017
Lake,IN,414.6861571,435,2017
Orangeburg,SC,414.5499329,435,2017
Huerfano,CO,414.1739531,434,2017
Pike,AL,413.929632,434,2017
Polk,MO,413.2498224,434,2017
Oglethorpe,GA,412.4278251,434,2017
Zavala,TX,411.319513,434,2017
Dale,AL,410.9534119,434,2017
Dallam,TX,410.9394927,433,2017
Mendocino,CA,410.5881274,433,2017
Vernon,MO,410.5207886,433,2017
Lassen,CA,410.4094767,433,2017
Maricopa,AZ,410.2097764,433,2017
Hennepin,MN,410.0842691,433,2017
Allegheny,PA,409.4916311,432,2017
Ellis,KS,409.4835002,432,2017
Ware,GA,408.8605114,432,2017
Childress,TX,408.7385483,432,2017
Hidalgo,NM,408.2509669,432,2017
Bartow,GA,407.8085966,432,2017
Hardin,IL,406.6012916,431,2017
Clay,FL,406.3157144,431,2017
Elkhart,IN,405.8575111,431,2017
Washington,TN,404.632565,431,2017
Bell,TX,402.9457568,431,2017
Cedar,MO,402.5012578,431,2017
Charleston,SC,402.3572772,431,2017
Camden,GA,402.1291476,430,2017
Greene,TN,401.3652277,430,2017
Houston,AL,401.2810125,430,2017
Curry,NM,401.2016285,430,2017
Contra Costa,CA,400.6561842,430,2017
Wilson,NC,400.406529,430,2017
Wharton,TX,400.3299689,429,2017
Mariposa,CA,399.8873557,429,2017
Montgomery,OH,399.5550961,429,2017
Pitt,NC,399.3963148,429,2017
La Paz,AZ,398.5435938,429,2017
Monroe,PA,398.4492785,429,2017
Fredericksburg,VA,398.1231338,428,2017
Massac,IL,398.0627612,428,2017
Logan,WV,397.3657154,428,2017
Montgomery,AL,396.6310625,428,2017
Lake,MT,396.319399,428,2017
Pulaski,MO,396.2938156,428,2017
Kent,MI,395.6892392,427,2017
Sequatchie,TN,395.0684558,427,2017
Robertson,TN,394.7583218,427,2017
Henry,MO,394.3968448,427,2017
Clarke,GA,394.1780398,427,2017
Dunklin,MO,394.172553,427,2017
St. Lucie,FL,393.958833,426,2017
Uvalde,TX,393.6715442,426,2017
Franklin,VA,108.2808201,145,2017
New Haven,CT,392.9086256,426,2017
McMullen,TX,392.6701571,426,2017
Walker,TX,392.3449148,426,2017
Bacon,GA,392.296719,426,2017
Smith,TX,391.9844502,425,2017
Warren,MS,391.9698038,425,2017
New Hanover,NC,391.5279907,425,2017
Harvey,KS,391.4682939,425,2017
El Paso,TX,391.4376636,425,2017
Garland,AR,388.9969436,425,2017
Sierra,NM,388.8696854,424,2017
Yuba,CA,388.6010363,424,2017
Henry,AL,387.372803,424,2017
Lincoln,GA,387.0468327,424,2017
Clark,AR,386.9322429,424,2017
Colquitt,GA,386.8179363,424,2017
Roosevelt,MT,386.5168539,423,2017
Santa Cruz,CA,386.3870031,423,2017
Bienville,LA,386.2384665,423,2017
Macon,IL,386.17105,423,2017
Jennings,IN,385.9636698,423,2017
Chatham,GA,385.7287544,423,2017
Shannon,MO,385.6815717,422,2017
Jackson,AL,385.2618459,422,2017
Caddo,OK,385.2132189,422,2017
Adams,IA,385.2080123,422,2017
Liberty,GA,385.1251267,422,2017
Panola,MS,383.6986222,422,2017
Bedford,TN,383.4339121,422,2017
Vermilion,LA,383.1029653,421,2017
Buchanan,MO,382.6800995,421,2017
Terrebonne,LA,382.2650312,421,2017
Ford,KS,381.9753583,421,2017
Angelina,TX,381.9718439,421,2017
Berkeley,SC,381.9193898,421,2017
Irwin,GA,381.8818288,420,2017
Niagara,NY,381.7987482,420,2017
DeKalb,AL,381.6202667,420,2017
Stephens,GA,381.5753611,420,2017
Livingston,LA,381.1925134,420,2017
Navarro,TX,380.9484158,420,2017
Giles,TN,379.1831907,419,2017
El Paso,CO,379.058506,419,2017
Butler,OH,378.9674417,419,2017
Jasper,TX,378.6922494,419,2017
Pickens,SC,378.0387052,419,2017
Warren,TN,377.8306018,419,2017
Elbert,GA,377.5702842,418,2017
Summit,OH,377.428833,418,2017
Santa Barbara,CA,377.0969275,418,2017
Terrell,GA,376.8565728,418,2017
San Benito,CA,376.7361111,418,2017
Scott,KY,376.3989829,418,2017
Charles,MD,376.1513502,417,2017
Allendale,SC,376.0544771,417,2017
Grimes,TX,376.0378272,417,2017
Kalamazoo,MI,375.8885967,417,2017
Crawford,GA,375.8797185,417,2017
Washoe,NV,375.8089692,417,2017
Assumption,LA,375.2102471,416,2017
Onondaga,NY,374.9036587,416,2017
Rock Island,IL,374.8523,416,2017
Gaston,NC,374.8448095,416,2017
Anderson,TX,374.5382996,416,2017
Essex,MA,374.1394007,416,2017
Atkinson,GA,373.9445115,415,2017
Henderson,TX,373.6892278,415,2017
Wyoming,WV,373.6044137,415,2017
Hart,GA,373.3396212,415,2017
Campbell,TN,372.7819474,415,2017
Winston,AL,372.7325437,415,2017
Douglas,KS,372.6316894,414,2017
Mason,IL,371.9820326,414,2017
Kent,TX,371.7472119,414,2017
Sunflower,MS,371.4683716,414,2017
Cass,MN,371.2134477,414,2017
Columbus,NC,370.3315515,414,2017
Fayette,KY,369.9404723,413,2017
Seminole,GA,368.921185,413,2017
San Diego,CA,368.6724057,413,2017
Williams,ND,368.305457,413,2017
Brown,TX,368.2216747,413,2017
Kay,OK,368.1546249,413,2017
Taylor,TX,367.5894928,413,2017
Musselshell,MT,367.249946,412,2017
Spokane,WA,366.5013204,412,2017
Mercer,WV,366.2235416,412,2017
Rhea,TN,366.0074432,412,2017
Marshall,IA,365.9072059,412,2017
Chesapeake,VA,365.1803566,412,2017
Morgan,TN,365.0467716,411,2017
Plymouth,MA,365.0020422,411,2017
Boone,MO,364.8117677,411,2017
Lancaster,NE,364.6022704,411,2017
Allegany,MD,364.5217013,411,2017
Caldwell,TX,364.4983687,411,2017
Monroe,AR,364.4884145,410,2017
Pratt,KS,364.4462442,410,2017
Mahoning,OH,364.3065135,410,2017
Scurry,TX,364.1197549,410,2017
Glacier,MT,363.9275056,410,2017
Dixie,FL,363.8644918,410,2017
Oregon,MO,363.7686431,409,2017
Reynolds,MO,363.6914684,409,2017
Jackson,AR,363.3267102,409,2017
Newton,GA,363.1181305,409,2017
Lamar,TX,362.1575689,409,2017
Cape Girardeau,MO,362.131402,409,2017
Sonoma,CA,362.0019191,408,2017
Drew,AR,361.9909502,408,2017
Bladen,NC,361.6221336,408,2017
Walton,FL,361.1617369,408,2017
Worcester,MD,360.3254553,408,2017
Poinsett,AR,360.3230483,408,2017
Lincoln,OR,360.3020496,407,2017
Yakima,WA,359.4501384,407,2017
Washington,IA,358.8462412,407,2017
Atchison,KS,358.2303421,407,2017
Robertson,TX,357.8794128,407,2017
Rockdale,GA,357.8043926,407,2017
Navajo,AZ,357.8017555,406,2017
Fannin,GA,357.7441077,406,2017
Henry,VA,357.2989718,406,2017
Franklin,IL,357.1246365,406,2017
Gilpin,CO,357.079093,406,2017
Floyd,GA,356.9154987,406,2017
Monroe,NY,356.854134,405,2017
Amador,CA,355.9790794,405,2017
Ouachita,AR,355.9715223,405,2017
Boone,AR,355.653011,405,2017
Orange,TX,355.6059163,405,2017
Santa Fe,NM,355.4397889,405,2017
Pasquotank,NC,355.1687051,404,2017
Chilton,AL,354.9407294,404,2017
Suwannee,FL,354.415329,404,2017
Hillsborough,FL,353.8307404,404,2017
Obion,TN,353.3455398,404,2017
St. Martin,LA,353.2567629,404,2017
Floyd,TX,353.1300161,404,2017
Williamson,IL,352.6388142,403,2017
Juneau City,AK,352.1126761,403,2017
Beaufort,NC,351.8456093,403,2017
Caldwell,MO,351.7643179,403,2017
Caroline,MD,351.7572569,403,2017
Limestone,TX,351.5390551,403,2017
Elko,NV,351.2522908,402,2017
Mitchell,TX,350.9891512,402,2017
Tillman,OK,350.1491376,402,2017
Granville,NC,350.0643501,402,2017
Lexington,SC,349.9517812,402,2017
Providence,RI,348.8705059,402,2017
Harrison,TX,348.3539156,401,2017
Polk,FL,348.309575,401,2017
Dickson,TN,348.1478534,401,2017
Swisher,TX,347.8036841,401,2017
Grant,NM,347.7905074,401,2017
Cross,AR,347.6179622,401,2017
Yuma,AZ,346.4197494,400,2017
Bristol,VA,346.0008073,400,2017
Napa,CA,345.6237618,400,2017
Stokes,NC,345.5825534,400,2017
Travis,TX,345.4200618,400,2017
Blount,TN,345.3265014,400,2017
Clinton,MO,345.1460794,399,2017
Union,NJ,345.0942625,399,2017
Lynchburg,VA,344.8099059,399,2017
DeKalb,TN,344.395742,399,2017
Torrance,NM,343.5770185,399,2017
San Patricio,TX,343.226938,399,2017
Ste. Genevieve,MO,343.120711,398,2017
Anderson,TN,342.85563,398,2017
Hughes,SD,342.7004798,398,2017
Lauderdale,MS,342.662048,398,2017
Hansford,TX,342.0342034,398,2017
McCormick,SC,341.8116015,398,2017
Coffee,AL,341.591739,397,2017
Hamilton,FL,341.3682597,397,2017
St. Joseph,IN,341.1958352,397,2017
Thomas,GA,340.9926675,397,2017
Tunica,MS,340.9090909,397,2017
Saline,IL,340.8316292,397,2017
Surry,VA,339.985218,396,2017
Weakley,TN,339.6226415,396,2017
Laurens,GA,339.5904081,396,2017
Cheatham,TN,339.3092272,396,2017
Saline,KS,339.0742734,396,2017
Pulaski,IL,338.5240352,396,2017
Washington,NC,337.9971703,395,2017
Lee,FL,337.9139787,395,2017
Pulaski,GA,337.8963784,395,2017
Cleveland,OK,337.8629242,395,2017
Winn,LA,337.5413488,395,2017
Marshall,TN,337.2952136,395,2017
King,WA,337.2057704,395,2017
Grady,OK,337.1519046,394,2017
Los Alamos,NM,337.1165299,394,2017
Franklin,KY,336.3680309,394,2017
Adams,CO,336.3221531,394,2017
Bastrop,TX,336.3006924,394,2017
Lanier,GA,336.2797848,394,2017
Wilcox,AL,336.0749978,393,2017
Tate,MS,334.8253621,393,2017
Coconino,AZ,334.7029054,393,2017
Labette,KS,334.6720214,393,2017
